"status","installedtime","executiontype","patchseverity","title","severity","executiontime","compliancetype","classification","id","documentversion","patchstate","patchbaselineid","documentname","patchgroup","executionid","resourceid","capturetime","schemaversion","accountid","region","resourcetype"
"COMPLIANT","2020-05-27T00:46:33Z","Command","","boost-system.x86_64:0:1.53.0-27.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","boost-system.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","boost-thread.x86_64:0:1.53.0-27.amzn2.0.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","boost-thread.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:40Z","Command","","bridge-utils.x86_64:0:1.5-9.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","bridge-utils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:37Z","Command","","bzip2.x86_64:0:1.0.6-13.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","bzip2.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","bzip2-libs.x86_64:0:1.0.6-13.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","bzip2-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","ca-certificates.noarch:0:2019.2.32-76.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ca-certificates.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","chkconfig.x86_64:0:1.7.4-1.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","chkconfig.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:25Z","Command","","chrony.x86_64:0:3.2-1.amzn2.0.5","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","chrony.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:17Z","Command","","cloud-init.noarch:0:19.3-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cloud-init.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:32Z","Command","","cloud-utils-growpart.noarch:0:0.31-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cloud-utils-growpart.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:47Z","Command","","coreutils.x86_64:0:8.22-24.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","coreutils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","cpio.x86_64:0:2.11-27.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cpio.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:58Z","Command","","cracklib.x86_64:0:2.9.0-11.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cracklib.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:58Z","Command","","cracklib-dicts.x86_64:0:2.9.0-11.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cracklib-dicts.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:11Z","Command","","cronie.x86_64:0:1.4.11-23.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cronie.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:10Z","Command","","cronie-anacron.x86_64:0:1.4.11-23.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cronie-anacron.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:10Z","Command","","crontabs.noarch:0:1.11-6.20121102git.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","crontabs.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:32Z","Command","","cryptsetup.x86_64:0:1.7.4-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cryptsetup.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:09Z","Command","","cryptsetup-libs.x86_64:0:1.7.4-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cryptsetup-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:58Z","Command","","cyrus-sasl-lib.x86_64:0:2.1.26-23.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cyrus-sasl-lib.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:35Z","Command","","cyrus-sasl-plain.x86_64:0:2.1.26-23.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","cyrus-sasl-plain.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:10Z","Command","","dbus.x86_64:1:1.10.24-7.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dbus.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:09Z","Command","","dbus-libs.x86_64:1:1.10.24-7.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dbus-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:09Z","Command","","device-mapper.x86_64:7:1.02.146-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","device-mapper.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:11Z","Command","","device-mapper-event.x86_64:7:1.02.146-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","device-mapper-event.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:10Z","Command","","device-mapper-event-libs.x86_64:7:1.02.146-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","device-mapper-event-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:09Z","Command","","device-mapper-libs.x86_64:7:1.02.146-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","device-mapper-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:35Z","Command","","device-mapper-persistent-data.x86_64:0:0.7.3-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","device-mapper-persistent-data.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:33Z","Command","","diffutils.x86_64:0:3.3-5.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","diffutils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:46Z","Command","","dmidecode.x86_64:1:3.0-5.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dmidecode.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:14Z","Command","","dmraid.x86_64:0:1.0.0.rc16-28.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dmraid.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:14Z","Command","","dmraid-events.x86_64:0:1.0.0.rc16-28.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dmraid-events.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:38Z","Command","","dosfstools.x86_64:0:3.0.20-10.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dosfstools.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:13Z","Command","","dracut.x86_64:0:033-535.amzn2.1.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dracut.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:23Z","Command","","dracut-config-generic.x86_64:0:033-535.amzn2.1.3","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dracut-config-generic.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:44Z","Command","","dyninst.x86_64:0:9.3.1-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","dyninst.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:00Z","Command","","e2fsprogs.x86_64:0:1.42.9-12.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","e2fsprogs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:34Z","Command","","e2fsprogs-libs.x86_64:0:1.42.9-12.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","e2fsprogs-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:19Z","Command","","ec2-hibinit-agent.noarch:0:1.0.2-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ec2-hibinit-agent.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:20Z","Command","","ec2-instance-connect.noarch:0:1.1-12.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ec2-instance-connect.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:22Z","Command","","ec2-net-utils.noarch:0:1.3-1.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ec2-net-utils.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:34Z","Command","","ec2-utils.noarch:0:1.2-1.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ec2-utils.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:37Z","Command","","ed.x86_64:0:1.9-4.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ed.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:10Z","Command","","elfutils-default-yama-scope.noarch:0:0.176-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","elfutils-default-yama-scope.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","elfutils-libelf.x86_64:0:0.176-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","elfutils-libelf.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:09Z","Command","","elfutils-libs.x86_64:0:0.176-2.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","elfutils-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:40Z","Command","","ethtool.x86_64:2:4.8-10.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","ethtool.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","expat.x86_64:0:2.1.0-10.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","expat.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","file.x86_64:0:5.11-35.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","file.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","file-libs.x86_64:0:5.11-35.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","file-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","findutils.x86_64:1:4.5.11-6.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","findutils.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:05Z","Command","","fipscheck.x86_64:0:1.4.1-6.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","fipscheck.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:05Z","Command","","fipscheck-lib.x86_64:0:1.4.1-6.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","fipscheck-lib.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:43Z","Command","","freetype.x86_64:0:2.8-14.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","freetype.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:27Z","Command","","gawk.x86_64:0:4.0.2-4.amzn2.1.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gawk.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:31Z","Command","","gdbm.x86_64:1:1.13-6.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gdbm.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:37Z","Command","","gdisk.x86_64:0:0.8.10-3.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gdisk.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:08Z","Command","","generic-logos.noarch:0:18.0.0-4.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","generic-logos.noarch","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:00Z","Command","","gettext.x86_64:0:0.19.8.1-2.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gettext.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:59Z","Command","","gettext-libs.x86_64:0:0.19.8.1-2.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gettext-libs.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:58Z","Command","","glib2.x86_64:0:2.56.1-5.amzn2.0.1","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glib2.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:26Z","Command","","glibc.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glibc.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:40Z","Command","","glibc-all-langpacks.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glibc-all-langpacks.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:24Z","Command","","glibc-common.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glibc-common.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:47:38Z","Command","","glibc-locale-source.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glibc-locale-source.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:24Z","Command","","glibc-minimal-langpack.x86_64:0:2.26-34.amzn2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","glibc-minimal-langpack.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
"COMPLIANT","2020-05-27T00:46:44Z","Command","","gmp.x86_64:1:6.0.0-15.amzn2.0.2","UNSPECIFIED","2020-06-10T18:16:05Z","Patch","","gmp.x86_64","","InstalledOther","pb-0e930e75b392d70da","","","185b2e75-4ec6-41d9-9160-a364bb3be6bd","i-0fc594323eea74148","2020-06-12T16:57:18Z","1.0","307142784234","us-west-2","ManagedInstanceInventory"
